,person_age,person_gender,person_education,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status
12931,22,Female,High School,96531.0,2.0,Rent,12000,Education,11.71,0.12,4.0,645.0,Yes,0
12932,25,Female,High School,88778.0,0.0,Mortgage,12000,Homeimprovement,11.11,0.14,4.0,590.0,No,1
12933,21,Male,Associate,44384.0,1.0,Own,12000,Personal,9.99,0.27,4.0,592.0,Yes,0
12934,23,Male,Associate,96973.0,0.0,Rent,12000,Medical,12.42,0.12,2.0,662.0,Yes,0
12935,23,Male,Master,97173.0,2.0,Rent,12000,Medical,6.62,0.12,4.0,656.0,No,0
12936,25,Female,Master,96597.0,2.0,Rent,12000,Education,12.99,0.12,3.0,592.0,Yes,0
12937,24,Male,Master,76653.0,3.0,Rent,12000,Medical,15.62,0.16,2.0,637.0,No,1
12938,22,Female,Bachelor,103373.0,0.0,Mortgage,18000,Venture,11.01,0.17,4.0,678.0,Yes,0
12939,23,Female,High School,96673.0,1.0,Rent,12000,Venture,10.59,0.12,4.0,627.0,Yes,0
12940,24,Male,High School,103670.0,1.0,Mortgage,20675,Education,10.0,0.2,2.0,656.0,Yes,0
12941,24,Female,High School,103549.0,0.0,Mortgage,12000,Homeimprovement,11.49,0.12,4.0,592.0,Yes,0
12942,23,Female,Master,103780.0,0.0,Mortgage,6000,Education,10.0,0.06,3.0,646.0,No,0
12943,24,Male,High School,97228.0,1.0,Rent,12000,Personal,13.61,0.12,3.0,585.0,Yes,0
12944,21,Male,Associate,103935.0,0.0,Mortgage,18900,Venture,11.01,0.18,2.0,569.0,Yes,0
12945,26,Female,High School,103839.0,6.0,Mortgage,20000,Education,11.01,0.19,4.0,679.0,Yes,0
12946,20,Female,Associate,104214.0,0.0,Mortgage,12000,Debtconsolidation,8.49,0.12,2.0,641.0,Yes,0
12947,23,Female,High School,76537.0,1.0,Rent,12000,Medical,14.96,0.16,4.0,538.0,No,1
12948,26,Male,High School,96801.0,2.0,Rent,12000,Venture,11.83,0.12,3.0,536.0,No,0
12949,22,Female,Bachelor,104328.0,0.0,Mortgage,23095,Personal,7.51,0.23,2.0,679.0,Yes,0
12950,23,Male,High School,103998.0,0.0,Mortgage,15000,Personal,6.03,0.14,2.0,654.0,Yes,0
12951,23,Male,High School,104082.0,0.0,Mortgage,10000,Venture,11.01,0.1,3.0,684.0,Yes,0
12952,22,Male,Master,97221.0,2.0,Rent,12000,Education,13.47,0.12,3.0,680.0,No,0
12953,25,Male,High School,89778.0,1.0,Rent,12000,Venture,14.11,0.13,2.0,596.0,No,1
12954,23,Male,Master,104290.0,1.0,Mortgage,21000,Education,8.9,0.2,4.0,643.0,Yes,0
12955,24,Male,Associate,96863.0,0.0,Rent,12000,Venture,7.29,0.12,3.0,676.0,Yes,0
12956,25,Female,High School,97167.0,2.0,Rent,12000,Homeimprovement,10.36,0.12,3.0,671.0,No,0
12957,21,Male,High School,104390.0,0.0,Mortgage,8400,Venture,11.01,0.08,4.0,567.0,Yes,0
12958,22,Male,Master,103940.0,0.0,Mortgage,10000,Education,11.49,0.1,2.0,649.0,No,0
12959,23,Male,High School,97884.0,0.0,Rent,12000,Personal,8.9,0.12,3.0,543.0,Yes,0
12960,23,Female,Bachelor,98081.0,0.0,Rent,12000,Personal,16.29,0.12,4.0,636.0,Yes,0
12961,25,Male,Bachelor,104146.0,5.0,Mortgage,13000,Venture,8.49,0.12,4.0,666.0,Yes,0
12962,24,Female,Master,43955.0,2.0,Own,5000,Personal,13.49,0.11,4.0,668.0,No,0
12963,25,Female,Bachelor,104543.0,5.0,Mortgage,8000,Education,7.29,0.08,2.0,639.0,No,0
12964,21,Male,High School,99466.0,0.0,Rent,12000,Venture,15.21,0.12,4.0,614.0,No,0
12965,22,Female,High School,98863.0,0.0,Rent,12000,Education,13.55,0.12,4.0,523.0,Yes,0
12966,24,Male,Master,104199.0,2.0,Mortgage,15000,Education,5.79,0.14,3.0,661.0,No,0
12967,26,Male,Master,104174.0,1.0,Mortgage,5000,Venture,11.12,0.05,2.0,600.0,No,0
12968,24,Female,High School,104324.0,4.0,Mortgage,16000,Homeimprovement,11.12,0.15,3.0,586.0,Yes,0
12969,25,Male,Master,99820.0,2.0,Rent,12000,Education,10.99,0.12,3.0,684.0,Yes,0
12970,26,Male,Bachelor,104390.0,6.0,Mortgage,9250,Debtconsolidation,11.12,0.09,4.0,682.0,No,0
12971,26,Female,Bachelor,100305.0,4.0,Rent,12000,Homeimprovement,6.91,0.12,4.0,675.0,Yes,0
12972,23,Female,Master,100392.0,0.0,Rent,12000,Venture,7.51,0.12,3.0,570.0,Yes,0
12973,22,Female,Associate,103572.0,2.0,Mortgage,23095,Education,11.83,0.24,4.0,637.0,Yes,0
12974,22,Male,Bachelor,104394.0,0.0,Mortgage,10000,Debtconsolidation,8.94,0.1,4.0,686.0,No,0
12975,26,Male,Associate,104524.0,3.0,Mortgage,16000,Venture,14.26,0.15,4.0,666.0,No,0
12976,23,Male,Associate,104563.0,1.0,Mortgage,23095,Medical,11.01,0.24,3.0,654.0,Yes,0
12977,22,Female,High School,43909.0,0.0,Own,6000,Venture,8.9,0.14,3.0,543.0,Yes,0
12978,22,Male,Master,100335.0,0.0,Rent,12000,Debtconsolidation,11.71,0.12,4.0,636.0,No,0
12979,26,Female,Master,100772.0,4.0,Rent,12000,Debtconsolidation,9.99,0.12,3.0,652.0,Yes,0
12980,24,Female,Bachelor,76843.0,1.0,Mortgage,14000,Medical,17.58,0.18,4.0,693.0,No,1
12981,23,Female,Bachelor,104401.0,0.0,Mortgage,16000,Personal,12.21,0.15,3.0,526.0,Yes,0
12982,24,Male,Master,100640.0,2.0,Rent,12000,Personal,13.23,0.12,3.0,631.0,No,0
12983,24,Female,Associate,104179.0,3.0,Mortgage,15000,Venture,13.16,0.14,3.0,658.0,Yes,0
12984,25,Female,High School,76276.0,3.0,Mortgage,3000,Medical,10.65,0.04,2.0,681.0,No,1
12985,24,Male,High School,89703.0,3.0,Mortgage,8000,Debtconsolidation,15.21,0.09,3.0,631.0,No,1
12986,26,Female,High School,101699.0,0.0,Rent,12000,Education,11.01,0.12,2.0,567.0,No,0
12987,24,Female,High School,101616.0,2.0,Rent,12000,Personal,6.91,0.12,2.0,620.0,Yes,0
12988,25,Male,High School,104603.0,6.0,Mortgage,8000,Education,11.71,0.08,4.0,629.0,Yes,0
12989,23,Female,Associate,94644.0,0.0,Rent,12000,Homeimprovement,14.96,0.13,4.0,661.0,No,1
12990,23,Female,High School,104505.0,2.0,Mortgage,20000,Venture,6.91,0.19,2.0,586.0,Yes,0
12991,24,Female,Master,104764.0,1.0,Mortgage,20000,Medical,7.29,0.19,3.0,705.0,No,0
12992,24,Male,Bachelor,104292.0,3.0,Mortgage,16200,Personal,11.01,0.16,4.0,578.0,No,0
12993,22,Female,Bachelor,95794.0,0.0,Rent,12000,Debtconsolidation,15.95,0.13,3.0,611.0,No,1
12994,25,Female,Master,103015.0,1.0,Rent,12000,Debtconsolidation,12.42,0.12,4.0,709.0,No,0
12995,23,Male,High School,90129.0,1.0,Mortgage,9000,Homeimprovement,7.66,0.1,2.0,596.0,No,1
12996,24,Female,High School,104582.0,1.0,Mortgage,12200,Debtconsolidation,7.29,0.12,3.0,556.0,Yes,0
12997,22,Male,High School,104910.0,0.0,Mortgage,23095,Personal,13.85,0.23,2.0,632.0,No,0
12998,23,Female,High School,104248.0,1.0,Own,16000,Education,11.86,0.15,3.0,650.0,Yes,0
12999,23,Female,High School,104483.0,3.0,Mortgage,14000,Venture,7.29,0.13,3.0,569.0,Yes,0
13000,26,Male,High School,104873.0,4.0,Mortgage,4300,Homeimprovement,7.66,0.04,2.0,628.0,No,0
13001,24,Male,Master,104835.0,2.0,Mortgage,8750,Education,12.72,0.08,2.0,545.0,Yes,0
13002,23,Male,High School,104917.0,1.0,Mortgage,20000,Personal,12.53,0.19,2.0,591.0,No,0
13003,25,Female,High School,103040.0,0.0,Rent,12000,Education,11.01,0.12,2.0,631.0,Yes,0
13004,23,Male,Associate,105393.0,1.0,Mortgage,10000,Personal,8.49,0.09,4.0,580.0,Yes,0
13005,23,Male,High School,77528.0,5.0,Mortgage,3500,Medical,7.9,0.05,3.0,659.0,No,1
13006,24,Female,High School,105507.0,0.0,Mortgage,6000,Personal,10.65,0.06,4.0,647.0,Yes,0
13007,24,Male,High School,105381.0,2.0,Mortgage,4000,Venture,6.03,0.04,2.0,546.0,Yes,0
13008,24,Female,Bachelor,77408.0,1.0,Mortgage,23095,Medical,11.01,0.37,3.0,661.0,No,1
13009,23,Male,Bachelor,102990.0,0.0,Rent,12000,Personal,10.37,0.12,4.0,638.0,No,0
13010,23,Female,Associate,105518.0,5.0,Mortgage,17000,Medical,7.51,0.16,3.0,529.0,Yes,0
13011,23,Female,Bachelor,102994.0,3.0,Rent,12000,Medical,11.01,0.12,2.0,647.0,Yes,0
13012,22,Female,High School,91119.0,1.0,Mortgage,8000,Personal,15.99,0.09,4.0,521.0,No,1
13013,23,Male,Associate,105448.0,4.0,Mortgage,8000,Education,5.99,0.08,4.0,497.5,Yes,0
13014,25,Female,High School,88285.0,5.0,Rent,12000,Venture,11.01,0.14,2.0,596.0,No,1
13015,22,Female,Associate,105631.0,0.0,Mortgage,1750,Debtconsolidation,7.49,0.02,4.0,502.0,Yes,0
13016,23,Female,Associate,91256.0,0.0,Mortgage,8000,Personal,7.49,0.09,4.0,641.0,No,1
13017,24,Female,Associate,105162.0,3.0,Mortgage,15000,Venture,11.01,0.14,2.0,684.0,No,0
13018,26,Female,Master,105300.0,7.0,Mortgage,10000,Debtconsolidation,9.99,0.09,3.0,696.0,Yes,0
13019,22,Male,Bachelor,105850.0,0.0,Mortgage,11200,Personal,8.49,0.11,4.0,689.0,Yes,0
13020,22,Female,Associate,102774.0,0.0,Rent,12000,Education,12.84,0.12,4.0,631.0,No,0
13021,23,Male,High School,103185.0,0.0,Rent,12000,Medical,9.63,0.12,2.0,562.0,Yes,0
13022,23,Male,Master,102937.0,0.0,Rent,12000,Venture,13.16,0.12,4.0,714.0,Yes,0
13023,22,Male,Associate,105535.0,0.0,Mortgage,8000,Venture,5.79,0.08,3.0,587.0,Yes,0
13024,21,Female,Bachelor,102820.0,0.0,Rent,12000,Venture,11.97,0.12,2.0,668.0,Yes,0
13025,23,Female,Master,105970.0,1.0,Mortgage,10000,Education,7.29,0.09,4.0,652.0,Yes,0
13026,24,Male,Master,104219.0,4.0,Rent,12000,Homeimprovement,10.65,0.12,3.0,729.0,No,0
13027,24,Male,Master,105273.0,1.0,Mortgage,10000,Medical,10.36,0.09,3.0,665.0,No,0
13028,26,Female,Bachelor,104483.0,2.0,Rent,12000,Education,12.99,0.11,2.0,659.0,Yes,0
13029,25,Male,High School,105422.0,5.0,Mortgage,7000,Homeimprovement,7.51,0.07,4.0,578.0,Yes,0
13030,23,Male,Bachelor,105254.0,2.0,Mortgage,15000,Debtconsolidation,14.35,0.14,2.0,559.0,Yes,0
13031,24,Male,High School,105630.0,1.0,Rent,12000,Venture,8.88,0.11,3.0,619.0,Yes,0
13032,24,Male,Bachelor,106016.0,3.0,Rent,12000,Debtconsolidation,12.68,0.11,4.0,668.0,Yes,0
13033,23,Male,Master,105194.0,0.0,Mortgage,12000,Education,12.73,0.11,2.0,597.0,Yes,0
13034,26,Male,High School,106657.0,4.0,Rent,12000,Personal,12.42,0.11,2.0,525.0,Yes,0
13035,22,Male,Bachelor,105534.0,0.0,Mortgage,1500,Education,10.99,0.01,4.0,682.0,Yes,0
13036,26,Male,Bachelor,105407.0,6.0,Mortgage,23095,Debtconsolidation,12.73,0.24,2.0,694.0,Yes,0
13037,26,Male,Bachelor,105380.0,3.0,Mortgage,15000,Debtconsolidation,10.62,0.14,2.0,672.0,Yes,0
13038,24,Male,High School,105608.0,0.0,Mortgage,23095,Homeimprovement,10.99,0.24,2.0,610.0,Yes,0
13039,24,Male,Bachelor,105383.0,1.0,Mortgage,12000,Homeimprovement,8.59,0.11,3.0,609.0,Yes,0
13040,22,Female,Bachelor,44365.0,0.0,Own,14500,Education,10.99,0.33,3.0,678.0,Yes,0
13041,23,Male,High School,104997.0,2.0,Mortgage,23095,Personal,14.96,0.24,2.0,539.0,No,0
13042,24,Male,High School,44310.0,1.0,Own,12000,Medical,11.01,0.27,3.0,627.0,Yes,0
13043,23,Female,High School,77314.0,0.0,Mortgage,15000,Medical,12.87,0.19,4.0,599.0,No,1
13044,25,Male,Bachelor,105467.0,0.0,Own,5500,Education,14.61,0.05,2.0,506.0,Yes,0
13045,22,Female,High School,105455.0,0.0,Own,10000,Education,8.59,0.09,3.0,537.0,No,0
13046,25,Male,Bachelor,105277.0,3.0,Mortgage,13000,Medical,11.26,0.12,3.0,660.0,Yes,0
13047,23,Male,Bachelor,105468.0,0.0,Mortgage,10000,Education,11.01,0.09,4.0,652.0,Yes,0
13048,26,Male,Master,105414.0,4.0,Mortgage,1000,Venture,11.89,0.01,3.0,658.0,Yes,0
13049,22,Female,Associate,105779.0,0.0,Mortgage,8000,Personal,12.21,0.08,4.0,670.0,Yes,0
13050,24,Male,High School,44243.0,0.0,Own,4000,Venture,13.06,0.09,3.0,691.0,No,0
13051,24,Female,High School,109135.0,0.0,Rent,12000,Personal,9.91,0.11,2.0,638.0,No,0
13052,23,Male,Bachelor,106005.0,0.0,Mortgage,3500,Education,9.32,0.03,3.0,677.0,Yes,0
13053,26,Male,Master,105578.0,3.0,Mortgage,15000,Homeimprovement,14.74,0.14,3.0,699.0,No,0
13054,23,Male,Master,105221.0,0.0,Mortgage,7500,Personal,11.28,0.07,2.0,695.0,No,0
13055,26,Male,High School,109257.0,4.0,Rent,12000,Education,11.01,0.11,3.0,639.0,Yes,0
13056,23,Female,Master,108816.0,2.0,Rent,12000,Medical,8.9,0.11,3.0,652.0,Yes,0
13057,23,Male,High School,44155.0,2.0,Own,5500,Education,5.42,0.12,2.0,628.0,No,0
13058,23,Male,Master,105412.0,0.0,Mortgage,10000,Venture,6.92,0.09,3.0,596.0,No,0
13059,24,Male,Associate,106151.0,0.0,Mortgage,12000,Venture,5.42,0.11,2.0,555.0,Yes,0
13060,26,Male,Master,105551.0,2.0,Mortgage,9600,Medical,5.99,0.09,4.0,717.0,No,0
13061,26,Female,Bachelor,105989.0,3.0,Mortgage,6000,Venture,10.28,0.06,4.0,635.0,No,0
13062,22,Male,High School,109113.0,2.0,Rent,12000,Personal,12.42,0.11,4.0,650.0,Yes,0
13063,23,Female,Associate,44267.0,0.0,Own,8000,Venture,15.65,0.18,4.0,508.0,Yes,0
13064,21,Male,Bachelor,106128.0,0.0,Own,12000,Education,11.01,0.11,2.0,614.0,No,0
13065,25,Male,Associate,94579.0,5.0,Rent,12000,Personal,14.09,0.13,3.0,651.0,No,1
13066,22,Female,Associate,108875.0,1.0,Rent,12000,Venture,5.79,0.11,2.0,618.0,No,0
13067,22,Male,Associate,108948.0,0.0,Rent,12000,Venture,11.01,0.11,4.0,687.0,No,0
13068,24,Female,Master,105769.0,3.0,Mortgage,10000,Medical,6.17,0.09,4.0,686.0,Yes,0
13069,21,Male,Associate,106129.0,0.0,Mortgage,23095,Personal,13.98,0.24,3.0,672.0,Yes,0
13070,23,Female,Bachelor,106415.0,1.0,Mortgage,1600,Personal,9.88,0.02,2.0,702.0,No,0
13071,26,Male,Master,105892.0,3.0,Other,7500,Venture,15.05,0.07,2.0,634.0,Yes,0
13072,24,Male,Bachelor,106083.0,5.0,Own,7000,Venture,8.88,0.07,3.0,502.0,Yes,0
13073,21,Male,Bachelor,105896.0,0.0,Mortgage,12000,Education,5.99,0.11,2.0,502.0,Yes,0
13074,24,Male,High School,105861.0,3.0,Mortgage,3600,Education,11.86,0.03,4.0,566.0,Yes,0
13075,24,Male,Associate,105698.0,0.0,Mortgage,10000,Venture,13.49,0.09,3.0,649.0,Yes,0
13076,24,Male,Bachelor,106053.0,4.0,Mortgage,3000,Education,5.99,0.03,2.0,568.0,Yes,0
13077,23,Female,Bachelor,105729.0,2.0,Mortgage,20000,Medical,13.35,0.19,4.0,664.0,No,0
13078,24,Male,High School,105879.0,0.0,Mortgage,14400,Homeimprovement,11.01,0.14,2.0,675.0,No,0
13079,24,Male,Bachelor,106440.0,4.0,Mortgage,23095,Homeimprovement,10.25,0.23,4.0,618.0,Yes,0
13080,26,Male,High School,106677.0,4.0,Mortgage,12000,Education,5.79,0.11,4.0,580.0,Yes,0
13081,24,Male,Bachelor,106473.0,2.0,Mortgage,7000,Personal,11.99,0.07,4.0,620.0,Yes,0
13082,26,Male,Bachelor,106576.0,0.0,Mortgage,8000,Debtconsolidation,6.91,0.08,3.0,698.0,No,0
13083,22,Male,Bachelor,108930.0,0.0,Rent,12000,Debtconsolidation,8.94,0.11,3.0,676.0,Yes,0
13084,25,Male,Bachelor,108931.0,4.0,Rent,12000,Homeimprovement,11.48,0.11,3.0,615.0,No,0
13085,22,Female,Master,106677.0,0.0,Mortgage,16000,Personal,11.71,0.15,3.0,673.0,No,0
13086,24,Male,Master,106342.0,4.0,Mortgage,6000,Medical,9.91,0.06,2.0,640.0,No,0
13087,26,Male,High School,108787.0,5.0,Rent,12000,Medical,9.38,0.11,3.0,653.0,No,0
13088,23,Male,Master,106589.0,0.0,Mortgage,12000,Medical,11.01,0.11,2.0,673.0,Yes,0
13089,23,Female,Bachelor,106572.0,3.0,Mortgage,12475,Venture,6.03,0.12,4.0,618.0,No,0
13090,23,Female,Bachelor,106704.0,0.0,Mortgage,2700,Venture,7.9,0.03,4.0,655.0,Yes,0
13091,23,Male,Bachelor,106607.0,1.0,Mortgage,15000,Venture,12.42,0.14,2.0,649.0,Yes,0
13092,23,Male,Bachelor,110768.0,1.0,Rent,12000,Debtconsolidation,5.42,0.11,3.0,666.0,Yes,0
13093,24,Female,High School,106245.0,2.0,Mortgage,8000,Personal,5.99,0.08,4.0,615.0,No,0
13094,25,Male,Master,111182.0,3.0,Rent,12000,Homeimprovement,13.43,0.11,3.0,545.0,Yes,0
13095,24,Female,High School,91725.0,2.0,Mortgage,12000,Venture,11.01,0.13,4.0,546.0,No,1
13096,24,Male,Master,111759.0,2.0,Rent,12000,Venture,14.46,0.11,2.0,615.0,Yes,0
13097,24,Male,High School,112094.0,3.0,Rent,12000,Homeimprovement,7.51,0.11,3.0,683.0,No,0
13098,22,Male,Bachelor,106506.0,0.0,Mortgage,5000,Education,11.11,0.05,4.0,584.0,Yes,0
13099,26,Male,Bachelor,111684.0,2.0,Rent,12000,Debtconsolidation,11.71,0.11,3.0,576.0,Yes,0
13100,23,Female,High School,106285.0,0.0,Mortgage,18150,Medical,12.68,0.17,2.0,597.0,Yes,0
13101,25,Female,Associate,112370.0,4.0,Rent,12000,Education,11.01,0.11,3.0,499.0,Yes,0
13102,24,Female,High School,106533.0,1.0,Mortgage,23095,Homeimprovement,14.54,0.23,2.0,518.0,Yes,0
13103,26,Male,Associate,106501.0,2.0,Mortgage,3800,Homeimprovement,6.54,0.04,2.0,588.0,No,0
13104,24,Female,Associate,114721.0,0.0,Rent,12000,Education,11.89,0.1,4.0,677.0,No,0
13105,23,Male,Bachelor,100649.0,3.0,Rent,12000,Debtconsolidation,17.27,0.12,4.0,621.0,No,1
13106,26,Female,High School,106526.0,6.0,Mortgage,10000,Education,7.88,0.09,2.0,622.0,No,0
13107,23,Female,Associate,114877.0,2.0,Rent,12000,Debtconsolidation,11.71,0.1,3.0,578.0,Yes,0
13108,23,Female,High School,106467.0,1.0,Mortgage,10000,Education,7.51,0.09,2.0,645.0,Yes,0
13109,26,Female,High School,115120.0,3.0,Rent,12000,Debtconsolidation,10.65,0.1,4.0,598.0,Yes,0
13110,26,Female,Associate,114925.0,0.0,Rent,12000,Venture,8.49,0.1,4.0,659.0,No,0
13111,23,Female,Associate,114686.0,3.0,Rent,12000,Education,9.63,0.1,4.0,523.0,Yes,0
13112,23,Female,Bachelor,106613.0,0.0,Mortgage,10000,Medical,8.94,0.09,2.0,598.0,Yes,0
13113,24,Male,High School,114931.0,0.0,Rent,12000,Personal,7.88,0.1,3.0,669.0,No,0
13114,22,Male,Master,106494.0,2.0,Mortgage,15000,Venture,11.83,0.14,4.0,663.0,No,0
13115,25,Female,Associate,106462.0,3.0,Mortgage,11000,Medical,11.14,0.1,4.0,631.0,No,0
13116,22,Male,High School,85380.0,0.0,Rent,12000,Medical,15.68,0.14,3.0,659.0,No,1
13117,25,Female,Bachelor,116093.0,4.0,Rent,12000,Homeimprovement,9.99,0.1,4.0,664.0,No,0
13118,25,Female,Associate,116433.0,1.0,Rent,12000,Venture,11.99,0.1,3.0,660.0,Yes,0
13119,23,Male,High School,106443.0,0.0,Mortgage,6625,Medical,11.22,0.06,3.0,567.0,Yes,0
13120,22,Female,Bachelor,116288.0,0.0,Rent,12000,Debtconsolidation,13.61,0.1,3.0,699.0,No,0
13121,25,Female,Associate,106769.0,1.0,Mortgage,15000,Education,13.49,0.14,3.0,519.0,Yes,0
13122,26,Male,Doctorate,106638.0,3.0,Mortgage,3000,Homeimprovement,10.59,0.03,4.0,709.0,No,0
13123,22,Male,Master,106685.0,0.0,Mortgage,21000,Debtconsolidation,6.17,0.2,2.0,588.0,Yes,0
13124,22,Female,High School,107046.0,3.0,Mortgage,19000,Venture,14.61,0.18,3.0,592.0,Yes,0
13125,23,Male,Bachelor,92575.0,0.0,Mortgage,15000,Debtconsolidation,11.89,0.16,2.0,605.0,No,1
13126,24,Male,High School,107319.0,0.0,Own,23095,Medical,11.01,0.22,2.0,600.0,Yes,0
13127,23,Male,Associate,106814.0,1.0,Mortgage,5000,Education,13.99,0.05,4.0,665.0,No,0
13128,23,Female,High School,107008.0,0.0,Mortgage,12000,Education,7.51,0.11,4.0,593.0,Yes,0
13129,24,Female,Associate,121085.0,1.0,Rent,12000,Homeimprovement,7.9,0.1,2.0,601.0,No,0
13130,26,Male,Bachelor,107062.0,6.0,Mortgage,10000,Education,8.59,0.09,4.0,638.0,No,0
13131,25,Female,Master,121074.0,4.0,Rent,12000,Venture,9.91,0.1,3.0,619.0,Yes,0
13132,22,Female,High School,107202.0,0.0,Mortgage,3000,Personal,5.79,0.03,3.0,596.0,Yes,0
13133,24,Male,Associate,107342.0,6.0,Mortgage,10000,Personal,11.49,0.09,4.0,651.0,Yes,0
13134,22,Female,High School,107286.0,0.0,Mortgage,23095,Debtconsolidation,6.62,0.22,3.0,535.0,No,0
13135,25,Male,Associate,107466.0,1.0,Mortgage,3000,Medical,6.62,0.03,2.0,636.0,Yes,0
13136,23,Female,Master,92978.0,0.0,Mortgage,7200,Education,19.59,0.08,2.0,646.0,No,1
13137,26,Male,High School,107335.0,2.0,Mortgage,10000,Medical,11.36,0.09,3.0,537.0,Yes,0
13138,25,Male,Bachelor,93329.0,5.0,Mortgage,15000,Debtconsolidation,14.96,0.16,2.0,608.0,No,1
13139,22,Female,High School,107593.0,0.0,Mortgage,23095,Education,15.65,0.27,2.0,655.0,Yes,0
13140,22,Female,Master,107757.0,0.0,Mortgage,12600,Debtconsolidation,7.66,0.12,3.0,696.0,No,0
13141,26,Male,Associate,107387.0,1.0,Mortgage,19200,Medical,14.65,0.18,4.0,680.0,No,0
13142,26,Male,Bachelor,107788.0,3.0,Own,5000,Medical,11.83,0.05,4.0,659.0,Yes,0
13143,24,Male,High School,79331.0,0.0,Mortgage,5000,Medical,16.77,0.06,4.0,601.0,No,1
13144,24,Male,Master,107789.0,1.0,Own,15000,Homeimprovement,17.58,0.14,4.0,628.0,Yes,0
13145,23,Male,Bachelor,121099.0,2.0,Rent,12000,Education,13.57,0.1,3.0,582.0,No,0
13146,23,Male,Bachelor,106660.0,0.0,Rent,12000,Personal,14.61,0.11,4.0,649.0,No,1
13147,25,Female,Bachelor,107890.0,2.0,Mortgage,14000,Medical,7.49,0.13,2.0,654.0,Yes,0
13148,25,Male,High School,94608.0,2.0,Rent,12000,Medical,16.4,0.13,4.0,665.0,No,1
13149,22,Male,Bachelor,108077.0,0.0,Mortgage,20000,Venture,10.99,0.19,4.0,672.0,No,0
13150,26,Male,High School,125581.0,3.0,Rent,12000,Personal,12.21,0.1,3.0,512.0,Yes,0
13151,25,Male,Bachelor,93065.0,4.0,Mortgage,14500,Homeimprovement,15.95,0.16,2.0,649.0,No,1
13152,26,Female,Associate,107787.0,4.0,Mortgage,8000,Homeimprovement,10.99,0.07,2.0,664.0,No,0
13153,23,Male,Associate,126814.0,2.0,Rent,12000,Education,12.61,0.09,2.0,735.0,No,0
13154,24,Male,Bachelor,107408.0,0.0,Mortgage,23095,Medical,13.11,0.23,3.0,628.0,Yes,0
13155,25,Male,High School,112249.0,3.0,Rent,12000,Debtconsolidation,13.12,0.11,2.0,655.0,No,1
13156,24,Female,Associate,133199.0,1.0,Rent,12000,Personal,7.9,0.09,2.0,636.0,No,0
13157,22,Male,Associate,107919.0,0.0,Mortgage,16000,Personal,13.22,0.15,4.0,562.0,Yes,0
13158,25,Male,Associate,132827.0,6.0,Rent,12000,Homeimprovement,12.23,0.09,2.0,624.0,No,0
13159,26,Male,Master,132741.0,1.0,Rent,12000,Homeimprovement,7.88,0.09,2.0,636.0,No,0
13160,26,Male,Associate,132597.0,0.0,Rent,12000,Venture,11.01,0.09,2.0,650.0,Yes,0
13161,25,Female,Master,107656.0,0.0,Mortgage,4500,Medical,11.01,0.04,3.0,617.0,Yes,0
13162,26,Male,Bachelor,108141.0,6.0,Mortgage,5800,Education,11.97,0.05,2.0,670.0,No,0
13163,21,Male,Master,134176.0,0.0,Rent,12000,Personal,13.11,0.09,2.0,621.0,Yes,0
13164,26,Male,Associate,135842.0,2.0,Rent,12000,Education,13.49,0.09,4.0,557.0,Yes,0
13165,23,Male,Associate,108267.0,1.0,Mortgage,18000,Education,7.9,0.17,4.0,668.0,Yes,0
13166,24,Male,Bachelor,136392.0,2.0,Rent,12000,Debtconsolidation,7.49,0.09,2.0,589.0,No,0
13167,22,Female,Bachelor,108171.0,1.0,Mortgage,8000,Venture,5.79,0.07,4.0,544.0,Yes,0
13168,26,Female,Associate,139424.0,3.0,Rent,12000,Venture,10.99,0.09,3.0,636.0,No,0
13169,24,Male,Bachelor,138831.0,1.0,Rent,12000,Education,6.54,0.09,3.0,572.0,Yes,0
13170,22,Male,High School,143946.0,0.0,Rent,12000,Debtconsolidation,10.36,0.08,2.0,566.0,Yes,0
13171,23,Female,Associate,145011.0,1.0,Rent,12000,Education,11.71,0.08,4.0,612.0,Yes,0
13172,25,Male,Bachelor,144842.0,1.0,Rent,12000,Venture,11.01,0.08,4.0,645.0,No,0
13173,25,Female,Bachelor,108724.0,1.0,Mortgage,9000,Venture,11.11,0.08,4.0,666.0,No,0
13174,22,Male,Associate,108800.0,1.0,Mortgage,20000,Debtconsolidation,12.53,0.18,2.0,667.0,Yes,0
13175,24,Female,Bachelor,94546.0,4.0,Mortgage,23095,Venture,15.96,0.25,4.0,708.0,No,1
13176,25,Female,Master,145131.0,0.0,Rent,12000,Personal,9.01,0.08,2.0,708.0,No,0
13177,25,Female,Bachelor,148934.0,5.0,Rent,12000,Education,9.63,0.08,2.0,700.0,Yes,0
13178,25,Female,Master,148653.0,3.0,Rent,12000,Medical,10.75,0.08,2.0,670.0,No,0
13179,23,Female,Associate,109477.0,3.0,Mortgage,20000,Personal,14.65,0.18,3.0,590.0,Yes,0
13180,26,Female,Bachelor,150673.0,6.0,Rent,12000,Medical,6.99,0.08,4.0,632.0,Yes,0
13181,25,Male,High School,43896.0,2.0,Own,2400,Venture,12.21,0.05,2.0,620.0,No,0
13182,22,Female,Master,43799.0,0.0,Own,14000,Education,11.26,0.32,4.0,573.0,Yes,0
